# Training inputs, Training outputs, Predictions
0.773552,0.106478,0.105945
0.114410,0.102457,0.102958
0.336610,0.102252,0.102957
-0.317734,0.102524,0.103045
-0.803442,0.103334,0.103523
-0.171052,0.101801,0.102977
0.409681,0.101932,0.102957
-0.019605,0.101062,0.102961
-0.445551,0.102758,0.103217
-0.455873,0.103893,0.103240
-0.632904,0.107968,0.117379
-0.657881,0.819985,0.839067
-0.325046,0.102175,0.103051
0.667670,0.101727,0.102957
0.270661,0.104759,0.106570
0.964448,0.106387,0.105792
-0.720159,0.580013,0.645097
0.739781,0.101685,0.102957
-0.972728,0.123008,0.128049
-0.981165,0.103454,0.103071
-0.215623,0.102954,0.102989
-0.959731,0.102042,0.103092
0.769545,0.107518,0.105949
-0.994745,0.102399,0.103061
-0.631190,0.107500,0.116087
-0.059352,0.102506,0.102963
0.161272,0.101326,0.102958
0.597069,0.102529,0.102957
-0.360549,0.102560,0.103086
0.362068,0.101968,0.102957
-0.244277,0.106945,0.106396
0.226980,0.102019,0.103160
0.465596,0.102057,0.102957
0.223792,0.102174,0.102957
-0.598769,0.105486,0.105990
0.458031,0.100933,0.102957
-0.445748,0.131368,0.127427
-0.596078,0.106282,0.105745
0.771787,0.102302,0.102957
0.737514,0.102338,0.102957
-0.550479,0.103517,0.103924
0.816816,0.100963,0.102957
-0.184978,0.100608,0.102980
-0.514884,0.103441,0.103488
-0.166737,0.102200,0.102976
-0.340469,0.116637,0.117461
0.269594,0.103461,0.102957
0.456443,0.103522,0.106287
0.471994,0.101807,0.102957
-0.241838,0.112843,0.112396
-0.717230,0.707363,0.565862
0.829959,0.102558,0.102957
-0.154703,0.101908,0.102974
-0.471495,0.102867,0.103283
-0.578967,0.102715,0.104750
0.007322,0.104699,0.104973
-0.915753,0.153876,0.142188
0.541251,0.102115,0.102957
-0.268863,0.102955,0.103012
-0.257906,0.103597,0.103006
-0.260657,0.108205,0.106939
-0.818351,0.103611,0.103397
-0.627093,0.696096,0.498753
0.715287,0.102457,0.102957
0.393378,0.101426,0.102957
0.903183,0.102203,0.102957
-0.210129,0.101850,0.102987
-0.188269,0.102744,0.102981
-0.042078,0.102675,0.102964
0.518462,0.102869,0.102957
-0.788729,0.257827,0.201195
0.993971,0.102321,0.102957
-0.393837,0.102363,0.103128
-0.038854,0.101157,0.102962
-0.761541,0.311396,0.390946
-0.725813,0.103034,0.107977
-0.775120,0.212390,0.225538
0.720020,0.101165,0.102957
0.821637,0.102004,0.102957
-0.887352,0.102062,0.103185
-0.819692,0.101669,0.103389
-0.555708,0.104090,0.104033
0.119537,0.103583,0.103855
0.578130,0.102845,0.102957
-0.177465,0.101697,0.102978
-0.015119,0.102159,0.102786
-0.489678,0.102162,0.103348
-0.221345,0.101101,0.102991
0.811732,0.106045,0.105909
-0.317877,0.112946,0.116000
0.207672,0.102184,0.103279
-0.747090,0.103848,0.105418
-0.141224,0.102649,0.102972
-0.706727,0.110118,0.114708
-0.438188,0.102785,0.103201
-0.238292,0.101617,0.102998
0.298334,0.101016,0.102957
-0.121443,0.101448,0.102969
-0.022231,0.102437,0.102961
-0.302743,0.101892,0.103033
0.793494,0.102107,0.102957
0.204138,0.102444,0.102958
0.542143,0.107223,0.106179
-0.410705,0.101893,0.103153
0.406402,0.106164,0.106356
-0.870335,0.135922,0.143193
0.117385,0.107418,0.106911
-0.803883,0.102810,0.103518
-0.908625,0.147690,0.145079
-0.680972,0.699388,0.833507
-0.868565,0.103491,0.103220
0.530168,0.102811,0.102957
-0.259396,0.102217,0.103007
0.978331,0.100952,0.102957
-0.095495,0.102647,0.102966
-0.637345,0.117983,0.121969
-0.719456,0.655570,0.535208
0.212748,0.106016,0.106679
-0.316481,0.101330,0.103044
0.322256,0.102401,0.102957
0.650193,0.102052,0.102957
-0.914044,0.102307,0.103146
-0.119921,0.102746,0.102969
-0.243878,0.102969,0.103000
-0.199899,0.109418,0.111215
-0.101884,0.102547,0.102967
0.078246,0.101322,0.102959
-0.445244,0.102053,0.103216
0.752415,0.101739,0.102957
-0.103702,0.105763,0.108622
0.207021,0.102323,0.102958
0.021590,0.103616,0.102960
-0.257349,0.102280,0.103006
-0.686393,0.263379,0.183373
0.617094,0.102166,0.102957
0.496896,0.103041,0.106234
-0.272302,0.109486,0.113710
0.495615,0.102858,0.102957
0.954633,0.101743,0.102957
-0.765094,0.104068,0.104390
-0.786531,0.103641,0.103772
0.311933,0.101968,0.102957
-0.426973,0.125688,0.127219
-0.941574,0.101286,0.103111
-0.387181,0.102392,0.103119
-0.240694,0.102868,0.102999
-0.531785,0.103496,0.103643
-0.182324,0.109116,0.110725
0.338179,0.105065,0.106458
0.569381,0.100721,0.102957
-0.106470,0.101840,0.102967
0.047145,0.101176,0.102959
-0.648826,0.240377,0.165891
-0.686883,0.862938,0.760594
0.925273,0.101778,0.102957
0.766050,0.105848,0.105952
0.932624,0.106012,0.105813
-0.472278,0.101711,0.103285
-0.430335,0.101580,0.103186
-0.565241,0.244882,0.216891
-0.031709,0.107642,0.107694
-0.077316,0.101284,0.102965
-0.182602,0.102109,0.102980
0.952822,0.101550,0.102957
0.573627,0.105990,0.106142
-0.302889,0.108730,0.108766
-0.306261,0.116827,0.117485
0.302183,0.101870,0.102957
0.304673,0.101260,0.102957
0.279487,0.102989,0.102957
-0.870991,0.146141,0.142950
0.566567,0.101849,0.102957
0.418687,0.106951,0.106339
-0.709421,0.110827,0.113067
-0.430368,0.121384,0.123724
-0.475983,0.102917,0.103297
-0.690401,0.127897,0.150911
0.965778,0.101886,0.102957
-0.654014,0.311826,0.252509
0.752383,0.101725,0.102957
