# best iteration: (array([49]),)
54241776.000000,38320164.000000
100.578560,78.593300
92.030128,72.282219
82.678307,65.610741
68.071175,55.953327
57.453224,51.149548
56.038136,50.903255
55.531361,49.942631
53.666199,49.199425
52.432457,48.648689
51.804146,47.891811
50.639961,61.918026
42.020092,40.637157
23.165600,23.180468
18.728176,18.347841
14.755664,14.446432
11.827404,11.472877
10.425622,9.994331
9.717932,9.282083
7.834280,7.526246
3.176320,3.223975
2.194832,2.234916
1.952127,1.970123
1.855956,1.856573
1.838709,1.839644
1.961317,1.866312
1.764074,1.751016
1.777763,1.774664
1.750515,1.754343
7.068817,9.302567
1.704852,1.716921
1.677905,1.692580
1.648359,1.667362
1.911351,8.137654
1.643252,1.658627
1.585484,1.609213
1.572281,1.593101
1.546628,1.566801
1.877040,2.147372
1.483605,1.511780
1.460880,1.488561
1.427442,1.493276
372.056091,109.802841
1.314712,1.377234
1.280829,1.337561
5.193860,16.274960
1.255195,1.329096
2.670318,1.791958
1.246457,1.330562
1.238230,1.324655
