# best iteration: (array([49]),)
15629054.000000,9358716.000000
74.341774,61.467541
52.590042,47.433800
49.861862,45.455639
49.017742,44.829037
48.022099,44.032833
48.307526,44.024273
46.177006,42.582710
44.704174,41.513901
43.017536,40.195770
26.451229,26.360758
21.299742,20.604013
16.925495,16.119364
26.778162,10.063746
7.362413,6.826991
5.897538,7.046671
2.780370,2.321868
2.402284,1.970769
2.178068,1.787330
4.594973,1.925364
2.004219,1.643561
18.180969,17.481260
1.887957,1.544836
1.804253,1.471413
1.674419,1.373924
1.764346,1.444159
1.760931,1.439358
2.062161,1.561882
174.082321,283.646240
1.750845,1.461783
1.715831,1.428953
1.687444,1.397493
1.694144,1.412007
1.635483,1.354581
4.287077,5.059533
1.544750,1.279428
1.741372,1.814539
1.445286,1.199772
1.391113,1.159427
1.497185,1.340943
1.316563,1.103799
1.814039,29.854612
1.274443,1.072419
1.276188,1.086402
1.251109,1.057798
1.237266,1.048505
1.659857,27.165297
1.248435,1.071068
1.219346,1.033030
1.213238,1.029297
