# best iteration: (array([47]),)
286128.687500,62863.152344
33.104771,39.862885
32.666607,39.422527
32.164337,38.995636
31.896181,38.848309
31.605480,38.387321
30.963636,37.719021
29.782660,36.316975
28.112152,34.379848
26.280384,31.777275
23.208904,29.508018
27.906956,38.140400
19.727966,26.077185
18.020475,24.411222
15.088655,21.910131
11.790387,18.373732
58.764759,15.472716
4.627495,8.626483
3.274857,6.688289
2.911833,6.054298
2.929780,6.040432
2.658763,5.469703
2.566496,5.288854
2.505355,5.158049
2.476871,5.097608
2.445468,5.024239
2.443806,5.018980
2.490726,5.715291
2.411248,4.944128
2.391450,4.906870
14.220407,10.969406
2.343796,4.838345
2.325512,4.832356
2.304174,4.796231
2.286742,4.767357
2.276318,4.736158
2.259747,4.675983
2.245612,4.633380
2.234448,4.575351
2.225037,4.509715
2.209493,4.417779
2.195891,4.296200
2.177318,4.103189
2.291863,4.097532
2.141066,3.329461
4.397503,5.750182
2.026378,2.007873
2.018613,1.842647
2.114228,1.916820
3.787449,3.927076
