# best iteration: (array([48]),)
2819.991699,41321.792969
34.064583,41.162098
33.754761,40.846428
33.288334,40.449497
33.046429,40.349995
32.855293,40.152035
32.708900,39.718502
32.281334,39.285683
30.890923,37.476784
29.241686,35.882465
24.955925,32.137299
23.854843,31.900770
21.715319,31.942610
18.516781,33.026684
12.082784,32.150475
10.073012,30.087822
8.396983,25.077698
5.207994,15.441506
3.286877,7.303588
2.655589,5.707269
2.561974,5.517731
3.905002,6.547110
3.855535,6.397802
2.698087,5.680987
2.565413,5.684494
2.339952,5.214592
3.038838,5.716672
2.266700,5.184888
2.994087,5.983476
2.868598,5.802242
2.398604,5.346268
2.264300,5.100303
2.919627,5.854553
2.252398,5.224573
3.319481,6.408092
2.817484,5.758168
3.759799,6.513820
2.915108,5.918346
3.635079,6.519565
2.215900,5.028188
2.180916,4.952511
2.305597,4.984888
2.305812,5.133384
2.129219,4.911715
2.214527,4.950614
2.122642,4.880435
2.176632,4.918521
2.975912,5.627366
2.105752,4.860165
2.124295,4.900023
