# best iteration: (array([45]),)
23357.191406,402.561768
33.462952,39.206757
32.947792,38.766819
32.636314,38.663528
32.506954,38.649441
32.264561,38.336678
31.720226,37.651192
29.535643,34.609074
22.851793,26.879879
16.884867,21.939316
6.838475,11.672096
4.605599,7.425218
4.396818,6.883625
4.318139,6.689436
4.253965,6.550583
6.660842,7.345479
4.148221,6.351662
4.032952,6.195645
3.877977,5.983485
3.391904,5.482829
2.784755,4.890990
2.637688,4.896067
2.594023,4.879648
2.554766,4.853982
2.520639,4.811335
2.916840,5.323894
2.550764,4.819363
2.432771,4.666896
2.444553,4.675416
2.543341,4.821813
2.293162,4.535692
2.279705,4.513473
2.344070,4.574207
2.264433,4.441648
2.261269,4.383516
2.248510,4.290255
2.244802,4.182812
2.219731,3.933226
2.233276,3.547645
2.155679,2.915069
2.115683,2.257940
2.105844,1.918983
2.088831,1.783708
2.559936,2.820702
2.167660,1.862155
2.061870,1.718207
2.319088,1.970837
2.056068,1.720054
2.509027,2.089107
2.049452,1.718724
