# best iteration: (array([49]),)
7334.266113,23969.574219
33.811100,40.544762
33.106033,39.787136
32.721004,39.440979
32.511940,39.196728
32.280155,38.907734
32.033329,38.575745
31.451406,37.749573
28.772930,34.419983
21.318256,27.122690
18.034601,26.184351
7.241664,14.596570
4.650063,8.151421
15.327780,10.964859
4.165679,6.865310
4.126443,6.788249
10.002666,7.053985
5.646375,12.056601
2.383411,5.216798
2.349099,5.154767
2.326608,5.119851
2.297080,5.080045
3.030046,6.327287
2.269898,5.058589
2.227637,4.968632
2.204052,4.927309
2.170913,4.888462
2.141104,4.841063
2.122815,4.808347
2.113697,4.788763
2.133460,4.797645
2.640432,5.735358
2.093327,4.722048
2.893348,5.523183
2.079867,4.672352
2.346596,4.797535
2.189369,6.616845
2.060717,4.583040
2.041446,4.544944
2.033354,4.488144
3.032351,5.549950
2.015361,4.288557
2.016774,4.162837
1.988847,3.838630
1.952102,3.346013
1.893382,2.618442
1.850407,2.085008
5.915035,4.335401
3.319678,4.454128
1.812685,1.789461
