# best iteration: (array([40]),)
40113.324219,1761.040894
33.785686,39.827095
33.464161,39.491867
32.879662,38.960835
32.546848,38.766579
32.407703,38.610245
32.084290,38.208233
31.623510,37.503536
31.248056,36.580868
29.007200,33.824383
24.978205,29.679579
22.773827,28.088181
20.681974,26.299232
13.160848,22.681866
4.709113,8.088225
4.305593,6.958079
4.071605,6.488893
3.642243,5.927742
2.997030,5.255846
7.235715,8.616592
3.512563,5.023387
3.376580,5.117167
3.273733,5.755564
2.622022,4.899282
2.604883,4.883334
2.601972,4.870967
2.578855,4.842638
2.565574,4.833096
2.554591,4.806820
2.536927,4.769773
6.039216,8.348090
3.820926,5.925024
2.497020,4.632214
2.476783,4.570158
5.470876,9.589148
2.549932,5.170530
2.409205,4.365125
2.367787,4.267973
2.592063,4.267779
2.996628,4.807879
2.333789,3.779041
2.323044,4.659645
2.311692,4.640957
2.306087,4.620601
3.479854,6.813090
2.392747,4.600020
3.039245,4.589106
2.295326,4.535294
2.566241,5.045747
2.280519,4.531268
