# best iteration: (array([20]),)
50.978924,76082.453125
33.724754,38.588955
33.170696,38.203892
32.714954,38.152397
32.418938,37.976513
32.047218,37.488594
30.671440,35.519093
28.548656,32.882702
22.992876,27.933506
18.213106,25.991661
11.147172,23.177347
6.795630,15.581556
5.309110,10.203668
4.823681,7.778695
4.661539,7.040401
4.689895,6.496530
4.239722,5.872805
3.706028,5.188999
8.540544,11.336956
2.928945,4.393674
2.868403,4.372191
2.814570,4.380363
5.666663,9.284487
3.119546,4.898776
2.643875,4.450791
6.704356,11.771769
2.853080,5.050260
2.545189,4.470819
2.598650,4.430333
2.511904,4.454690
2.625566,4.823255
2.502748,4.477253
