# best iteration: (array([49]),)
8502.384766,8646.487305
31.929504,37.871643
31.609861,37.502453
31.382248,37.232098
31.208618,36.997326
31.011864,36.728603
52.982475,76.966644
25.702217,29.870054
19.907234,23.167393
10.639955,17.104105
4.355946,7.915844
3.994545,7.017310
3.368683,5.896877
3.146031,5.650044
2.681857,5.150980
2.558513,5.005150
2.529641,4.933364
2.484003,4.865973
3.634593,6.676993
2.445115,4.785706
2.558556,5.068833
2.678477,5.114448
2.399009,4.692484
2.430048,5.106879
2.598618,4.729068
2.338689,4.578885
3.382631,4.840014
2.309568,4.559275
2.268602,4.498129
2.254729,4.483441
2.259127,4.600112
3.543541,4.557072
2.221159,4.445659
5.125531,7.939577
2.208330,4.415698
2.410564,4.515454
2.440705,5.416695
2.192633,4.331861
2.187399,4.288785
3.372189,4.710202
2.177783,4.176161
2.171893,4.089194
2.165303,3.982995
2.156149,3.841874
2.285161,3.771507
2.140466,3.410366
2.114231,3.067919
2.090810,2.675489
5.049072,6.880383
2.060997,2.087260
