# best iteration: (array([49]),)
210738.875000,28159.832031
32.816483,40.048092
32.518570,39.741310
31.891386,39.232391
31.641684,39.040520
31.461733,38.841087
31.215172,38.543964
30.790051,37.971523
30.056856,36.896458
28.994648,35.479176
263.343414,168.817169
22.386322,29.488255
20.473429,28.047132
15.267328,26.191248
7.884858,19.093378
5.357426,13.035240
4.547083,9.592810
5.548465,7.594863
3.823429,7.429401
2.638981,4.560951
2.404897,4.304798
2.311199,4.234822
2.255545,4.191282
2.251893,4.313631
2.198754,4.153708
2.180739,4.133912
4.318611,5.384021
2.124344,4.080694
2.329137,4.064837
2.063316,4.037559
2.040495,4.031735
2.700159,4.041420
1.987013,3.963729
2.018074,4.012676
1.955906,3.936996
1.957380,3.950455
2.822757,5.009163
2.297593,4.064190
2.730011,5.127823
5.019815,7.430748
1.908485,3.836087
1.899719,3.790194
1.890079,3.732132
1.924657,3.704935
2.577270,3.630651
4.786053,7.198484
1.998215,3.333059
1.797792,2.670515
2.577884,2.534671
1.722976,1.870064
