# best iteration: (array([49]),)
185387.343750,48409.847656
33.579662,38.642471
33.341068,38.403091
32.841072,38.021282
32.342300,37.739799
32.009235,37.401199
31.818714,37.161720
31.618090,36.981773
31.337587,36.637169
34.924862,42.924046
24.260708,28.249096
20.296885,24.228191
13.442273,18.464079
6.948420,12.358140
3.635253,6.901108
3.146578,5.878637
2.987695,5.572522
2.849135,5.376107
2.698388,5.204813
2.842602,5.381159
2.511012,5.028048
2.502608,4.972305
2.434638,4.949203
2.409261,4.929802
2.375181,4.887862
2.358907,4.843699
2.341106,4.766722
2.322293,4.634857
3.140786,5.502876
4.771536,6.987514
2.700672,4.952582
2.317742,4.854990
2.731603,5.577712
2.370570,4.991016
2.104718,2.257389
2.145524,3.642829
2.534773,5.888738
11.932381,14.018279
2.232708,4.322308
2.111306,4.191488
2.316812,3.186115
2.168729,2.174169
1.893196,1.745080
2.821945,3.213315
1.881693,1.729992
1.883868,1.717272
1.872393,1.715606
4.017580,3.418769
1.870432,1.735922
1.862473,1.708620
