# best iteration: (array([48]),)
1127009.875000,621946.812500
38.158203,46.007305
34.161694,39.779121
33.334831,39.017216
32.962944,38.770111
32.747665,38.695366
32.586689,38.653843
38.288036,38.783134
32.057034,38.082062
33.142612,39.320904
28.497221,33.715446
24.648052,30.583502
20.354364,29.815964
11.627941,26.989805
5.747177,11.933328
4.805382,7.803987
3.843156,6.239142
35.510860,40.133022
3.360545,5.223779
2.805475,5.122851
2.629454,5.056953
2.602072,5.003305
13.463131,19.948963
10.933845,7.353492
2.535692,4.901301
2.520673,4.868329
2.502820,4.844247
4.320581,7.573990
2.487118,4.817999
2.436979,4.781008
2.407870,4.773455
2.419073,4.811051
2.369358,4.763012
2.387221,4.774995
3.853876,5.244928
2.394218,4.787374
2.331823,4.732001
2.851135,5.521944
2.388876,4.912316
2.320997,4.719644
2.486806,4.967906
2.324226,4.717096
6.261690,7.794246
2.311118,4.695961
2.309395,4.687564
2.309832,4.676056
2.304286,4.670167
2.301950,4.658570
2.299848,4.646251
2.576870,6.165785
