# best iteration: (array([49]),)
16766.644531,8556.293945
34.625011,42.356922
34.124809,42.017097
33.671375,41.787666
33.496246,41.600349
33.118446,41.177853
32.563026,40.455338
30.976181,38.429127
27.855373,34.957806
23.353758,31.588478
19.274258,29.144423
5.037845,9.515226
4.419817,7.765162
4.262158,9.397202
3.600685,6.582043
2.928587,5.473076
2.631150,5.017436
2.623978,4.906177
2.524441,4.743165
5.366669,5.044600
5.723447,9.588743
2.414960,4.599246
2.381272,4.553627
2.366072,4.507020
2.328535,4.466133
2.307614,4.394791
2.279263,4.277170
2.257910,4.133756
2.261144,3.977769
2.205683,3.704974
2.178206,3.435011
2.200455,3.252465
2.132714,2.818576
2.110974,2.537493
7.894482,5.279310
2.082707,2.183961
2.072773,2.085780
2.064049,2.017220
2.057603,1.974565
2.056432,1.962599
4.418623,5.344681
2.041549,1.869720
2.037935,1.853690
2.034630,1.842455
2.031547,1.833010
2.036916,1.847222
2.032482,1.920525
4.515234,6.820033
2.021795,1.807038
2.019947,1.806917
