# Chi2_train, Chi2_test
48.978981,46.038517
9.679317,11.439281
1.630664,2.754071
1.421978,2.502815
1.414708,2.482788
1.413463,2.480163
1.413207,2.479622
1.413090,2.479047
1.413088,2.479017
1.413161,2.479184
1.419542,2.480187
1.413088,2.479006
1.413089,2.478985
1.413103,2.478943
1.421411,2.479032
1.413085,2.479004
1.413086,2.478984
1.413081,2.479015
1.413080,2.478995
1.413077,2.478991
