# Chi2_train, Chi2_test
34.995342,34.417274
2.618474,3.820900
1.139607,2.254617
1.098566,2.179948
1.084263,2.170516
1.078038,2.154743
1.073072,2.161678
1.070846,2.150325
1.069005,2.156390
1.066787,2.149434
1.064129,2.149056
1.063213,2.149394
1.062864,2.152327
1.063184,2.158617
1.062454,2.151191
1.062339,2.149377
1.062536,2.154752
1.061611,2.154979
1.062616,2.148405
1.061385,2.149782
