# Chi2_train, Chi2_test
53.202824,50.032089
4.959085,6.201313
1.227114,2.355520
1.136804,2.247837
1.115960,2.211386
1.102682,2.189397
1.097255,2.186239
1.094555,2.184176
1.093576,2.183841
1.094000,2.184005
1.092106,2.181478
1.091316,2.182084
1.086029,2.176934
1.085757,2.181603
1.086527,2.184817
1.083620,2.177701
1.081949,2.177840
1.081886,2.178098
1.082175,2.178964
1.081812,2.178291
