# Training inputs, Training outputs, Predictions
-0.993972,1.160415,0.887629
-0.993972,0.678090,0.887629
-0.993972,1.158779,0.887629
-0.993972,0.865074,0.887629
-0.993972,1.331453,0.887629
-0.993972,0.694763,0.887629
-0.993972,0.573555,0.887629
-0.993972,0.989860,0.887629
-0.993972,0.786160,0.887629
-0.981870,1.007392,0.914970
-0.981870,0.813779,0.914970
-0.981870,0.578498,0.914970
-0.981870,0.885632,0.914970
-0.981870,0.906287,0.914970
-0.981870,1.153340,0.914970
-0.981870,0.722563,0.914970
-0.981870,1.010392,0.914970
-0.981870,0.924952,0.914970
-0.981870,0.718161,0.914970
-0.981870,0.723230,0.914970
-0.978204,1.195107,0.923540
-0.978204,0.925458,0.923540
-0.978204,0.772021,0.923540
-0.978204,1.216453,0.923540
-0.978204,0.908043,0.923540
-0.978204,0.903546,0.923540
-0.978204,0.960609,0.923540
-0.978204,1.285578,0.923540
-0.965073,1.118231,0.955386
-0.965073,0.706772,0.955386
-0.965073,0.672715,0.955386
-0.965073,0.968442,0.955386
-0.965073,0.571937,0.955386
-0.965073,0.998681,0.955386
-0.965073,1.080700,0.955386
-0.965073,0.973457,0.955386
-0.965073,0.726988,0.955386
-0.965073,0.926560,0.955386
-0.953233,1.135581,0.985715
-0.953233,1.136372,0.985715
-0.953233,1.000459,0.985715
-0.953233,0.999336,0.985715
-0.953233,0.962270,0.985715
-0.953233,0.982786,0.985715
-0.953233,0.913810,0.985715
-0.953233,1.140698,0.985715
-0.953233,1.031160,0.985715
-0.953233,1.135894,0.985715
-0.953233,0.828661,0.985715
-0.929401,0.767564,1.051742
-0.929401,0.867586,1.051742
-0.929401,1.088946,1.051742
-0.929401,1.042567,1.051742
-0.929401,1.245158,1.051742
-0.929401,1.270692,1.051742
-0.929401,1.168667,1.051742
-0.929401,1.041508,1.051742
-0.929401,0.931636,1.051742
-0.929401,0.709077,1.051742
-0.929401,0.893652,1.051742
-0.929401,0.965584,1.051742
-0.929401,1.102654,1.051742
-0.929401,1.079301,1.051742
-0.929401,0.875452,1.051742
-0.929401,0.963907,1.051742
-0.929401,1.488923,1.051742
-0.929401,1.146329,1.051742
-0.899292,1.101248,1.145674
-0.899292,1.199041,1.145674
-0.899292,0.809674,1.145674
-0.899292,1.628967,1.145674
-0.899292,1.278516,1.145674
-0.899292,1.185667,1.145674
-0.899292,1.346069,1.145674
-0.899292,1.211754,1.145674
-0.888542,1.288463,1.182333
-0.888542,0.703037,1.182333
-0.888542,1.378048,1.182333
-0.888542,1.046677,1.182333
-0.888542,1.703905,1.182333
-0.888542,1.009204,1.182333
-0.888542,0.669539,1.182333
-0.888542,1.056993,1.182333
-0.888542,1.666007,1.182333
-0.884964,1.563956,1.194925
-0.884964,1.507398,1.194925
-0.884964,1.074516,1.194925
-0.884964,1.411899,1.194925
-0.873130,1.032140,1.238005
-0.873130,0.646580,1.238005
-0.873130,1.492007,1.238005
-0.873130,1.670967,1.238005
-0.873130,1.463874,1.238005
-0.873130,1.556688,1.238005
-0.873130,1.290629,1.238005
-0.873130,1.543212,1.238005
-0.873130,1.023433,1.238005
-0.862410,1.901464,1.279005
-0.862410,1.019738,1.279005
-0.862410,1.176342,1.279005
-0.862410,1.465976,1.279005
-0.862410,1.197017,1.279005
-0.862410,1.324210,1.279005
-0.862410,0.963514,1.279005
-0.862410,1.197690,1.279005
-0.862410,1.500767,1.279005
-0.862410,1.398927,1.279005
-0.862410,1.344285,1.279005
-0.862410,1.400515,1.279005
-0.862410,1.111954,1.279005
-0.862410,0.548112,1.279005
-0.848646,1.049154,1.334538
-0.848646,1.195052,1.334538
-0.848646,1.406695,1.334538
-0.848646,1.388732,1.334538
-0.848646,0.895782,1.334538
-0.848646,1.173323,1.334538
-0.848646,1.544660,1.334538
-0.848646,0.619984,1.334538
-0.848646,1.661312,1.334538
-0.848646,1.001311,1.334538
-0.848646,1.569704,1.334538
-0.848646,1.824761,1.334538
-0.848646,0.934759,1.334538
-0.848646,2.023754,1.334538
-0.848646,1.921794,1.334538
-0.804611,1.364904,1.536237
-0.804611,1.211420,1.536237
-0.804611,1.446431,1.536237
-0.804611,1.220303,1.536237
-0.804611,1.485857,1.536237
-0.804611,1.777066,1.536237
-0.804611,1.489339,1.536237
-0.795215,1.748280,1.584441
-0.795215,1.282122,1.584441
-0.795215,1.273220,1.584441
-0.795215,1.310417,1.584441
-0.795215,1.659812,1.584441
-0.795215,1.818081,1.584441
-0.795215,1.302822,1.584441
-0.795215,1.395412,1.584441
-0.795215,1.131136,1.584441
-0.791725,1.834912,1.602846
-0.791725,1.786684,1.602846
-0.791725,1.120995,1.602846
-0.791725,2.138027,1.602846
-0.791725,1.079526,1.602846
-0.781187,1.625271,1.660097
-0.781187,1.941827,1.660097
-0.781187,1.607889,1.660097
-0.781187,0.553752,1.660097
-0.781187,1.647190,1.660097
-0.781187,1.815206,1.660097
-0.781187,1.400246,1.660097
-0.781187,2.107694,1.660097
-0.781187,1.791107,1.660097
-0.781187,2.033692,1.660097
-0.771586,2.732441,1.714506
-0.771586,2.230504,1.714506
-0.771586,0.822606,1.714506
-0.771586,1.580980,1.714506
-0.771586,2.224673,1.714506
-0.771586,1.237075,1.714506
-0.771586,1.691036,1.714506
-0.771586,2.088766,1.714506
-0.771586,1.980158,1.714506
-0.771586,0.850732,1.714506
-0.771586,1.817622,1.714506
-0.771586,0.802055,1.714506
-0.771586,1.457322,1.714506
-0.767891,2.246374,1.736039
-0.767891,1.454085,1.736039
-0.767891,1.660474,1.736039
-0.767891,1.294995,1.736039
-0.767891,1.541409,1.736039
-0.767891,1.603123,1.736039
-0.767891,1.666001,1.736039
-0.767891,1.837059,1.736039
-0.767891,1.633272,1.736039
-0.767891,2.149587,1.736039
-0.767891,2.126485,1.736039
-0.767891,1.453980,1.736039
-0.767891,1.400170,1.736039
-0.767891,2.025337,1.736039
-0.767891,1.400220,1.736039
-0.767891,1.630782,1.736039
-0.767891,2.680498,1.736039
-0.767891,1.338903,1.736039
-0.767891,2.080854,1.736039
-0.709930,2.285453,2.119994
-0.709930,2.045899,2.119994
-0.709930,2.213314,2.119994
-0.709930,2.129130,2.119994
-0.709930,2.188034,2.119994
-0.709930,1.745457,2.119994
-0.709930,2.247227,2.119994
-0.709930,2.545124,2.119994
-0.701888,1.704660,2.180588
-0.701888,2.007922,2.180588
-0.701888,2.197948,2.180588
-0.701888,1.417801,2.180588
-0.701888,2.767420,2.180588
-0.701888,1.158621,2.180588
-0.701888,1.517917,2.180588
-0.701888,2.639610,2.180588
-0.698486,2.284260,2.206794
-0.698486,2.220793,2.206794
-0.698486,1.289922,2.206794
-0.698486,1.551409,2.206794
-0.698486,2.104063,2.206794
-0.689243,0.952374,2.279709
-0.689243,2.721511,2.279709
-0.689243,1.851553,2.279709
-0.689243,2.548946,2.279709
-0.689243,1.480772,2.279709
-0.689243,2.554381,2.279709
-0.689243,3.186772,2.279709
-0.689243,2.038081,2.279709
-0.689243,1.382237,2.279709
-0.689243,2.564969,2.279709
-0.687136,2.615401,2.296688
-0.687136,1.502534,2.296688
-0.687136,2.807787,2.296688
-0.687136,1.723548,2.296688
-0.687136,2.570322,2.296688
-0.687136,1.506200,2.296688
-0.687136,2.902233,2.296688
-0.687136,1.816361,2.296688
-0.687136,2.617011,2.296688
-0.687136,2.075615,2.296688
-0.687136,2.374708,2.296688
-0.687136,2.733840,2.296688
