# Chi2_train, Chi2_test
33.627953,31.902386
23.401760,23.726562
23.181858,23.541477
12.434689,13.180278
3.323714,4.625165
1.767168,3.003542
1.460565,2.633173
1.375482,2.511882
1.345135,2.453813
1.381828,2.500940
1.329442,2.434361
1.326012,2.432012
1.323738,2.429484
1.322152,2.427961
1.566091,2.672863
1.320399,2.426049
1.319091,2.423093
1.318291,2.421436
1.323920,2.431906
1.316921,2.418678
