# Chi2_train, Chi2_test
35.945618,35.815498
11.828385,13.209870
2.230560,3.534551
1.408903,2.595614
1.269353,2.402094
1.222726,2.332957
1.202505,2.316706
1.179019,2.288472
1.175977,2.284029
1.173065,2.279013
1.170279,2.274313
1.167927,2.269342
1.166153,2.262759
1.164822,2.261295
1.161957,2.253020
1.155991,2.245971
1.151993,2.240963
1.149213,2.237216
1.145923,2.232115
1.143356,2.227785
