# Chi2_train, Chi2_test
2887.904053,2604.344238
25.945169,25.269869
17.979158,17.323801
12.593763,12.099771
8.429650,8.194577
3.822200,3.913531
2.139413,2.216846
1.881269,1.972997
1.874070,1.952392
1.866001,1.938361
