# best iteration: (array([59]),)
113496.109375,132.606995
33.684254,32.201546
32.660992,31.378744
29.583628,28.283325
26.760685,25.639463
26.763620,25.608194
25.995127,24.915623
25.494562,24.450670
25.062088,24.084587
23.043373,22.193428
19.506592,18.749577
16.300829,15.351898
13.769018,12.699842
7.243651,6.755040
3.579665,3.355410
3.091475,2.977157
2.701151,2.644486
2.396727,2.385535
5.019309,2.880234
2.160262,2.148662
2.040246,2.036839
1.922788,1.928311
1.806799,1.818886
3.075334,3.525314
1.717708,1.739837
1.678319,1.718506
1.286490,1.329049
1.247219,1.293070
1.224414,1.267533
1.211075,1.253836
1.196704,1.235408
1.876585,4.822274
1.174708,1.206120
1.167521,1.199085
2.455599,3.426731
1.157098,1.189917
1.189885,1.217930
12.207748,19.227655
5.336040,6.757102
30.892038,34.606750
1.143724,1.178406
1.143030,1.178805
7.747552,3.308410
1.138453,1.176628
1.137057,1.175817
1.135249,1.175702
1.134871,1.175680
1.165002,1.573549
1.131897,1.171515
1.171362,1.224170
1.130370,1.169859
1.129868,1.169517
1.129335,1.168276
1.132465,1.178597
1.127156,1.168108
1.126711,1.168135
1.243980,1.225585
1.217829,1.521629
4.110886,1.606911
1.124647,1.166486
