# best iteration: (array([59]),)
1782847.125000,1007282.937500
36.154812,34.086735
34.484756,32.831379
33.411255,31.828211
32.303425,30.925648
30.303913,29.150751
26.189228,25.249922
23.613676,22.775475
20.862968,20.176327
18.345968,17.733522
18.727591,19.342800
16.690441,15.950641
15.513804,14.657184
14.314411,13.426209
12.723043,12.227651
4.716450,4.327423
4.201609,3.795979
4.110036,3.707700
4.047306,3.643396
3.409517,3.122171
2.502133,2.454234
2.207215,2.227643
2.135892,2.164302
2.070528,2.106509
2.044566,2.083628
2.058819,2.248884
1.743380,1.810030
1.817942,1.988443
1.627758,1.701494
1.582482,1.657674
1.955558,1.793415
1.532280,1.625036
1.503134,1.565406
1.587095,1.933572
1.437506,1.494812
1.513409,1.477258
1.329143,1.391412
1.266101,1.276551
1.167296,1.234681
1.232390,1.365731
1.144451,1.209665
1.152650,1.226853
1.136233,1.201456
4.163377,2.207948
1.133767,1.200760
1.129024,1.194629
1.132668,1.202829
2.940031,4.455191
1.125876,1.192305
1.478228,2.000485
1.123896,1.190516
1.638835,1.580497
1.122517,1.189496
1.122825,1.190449
1.122425,1.190803
1.121186,1.189414
1.238337,2.157551
1.119572,1.187913
1.140580,1.473661
1.118944,1.187580
