# best iteration: (array([59]),)
1435324.125000,794407.250000
40.644146,37.707020
36.411743,34.160984
35.124653,33.209316
34.249760,32.367760
33.109581,31.383240
31.869741,30.406006
29.896730,28.719862
25.605015,24.868082
21.263933,20.652920
17.449104,16.700825
15.125654,14.270457
14.307092,13.397139
13.873799,12.962792
13.422112,12.537123
12.462019,11.732300
6.057311,5.936300
2.926944,2.955517
2.503709,2.537193
2.276611,2.328160
2.074037,2.137109
1.848668,1.922894
1.703228,1.781876
1.594050,1.670139
1.493953,1.564134
1.594352,1.842518
1.372393,1.441427
1.322335,1.392744
1.763778,1.923911
1.201884,1.272562
1.211689,1.255219
1.177209,1.242594
1.172392,1.236882
3.104714,1.243329
1.168608,1.232228
15.515589,10.236116
1.164287,1.227904
1.161507,1.225690
1.164249,1.227743
1.158745,1.223540
6.983953,8.917410
1.157182,1.221557
1.153148,1.219447
1.153191,1.219752
4.365654,7.077533
1.149099,1.216704
3.843234,3.872648
1.148364,1.214800
1.144945,1.213821
2.987752,2.172471
1.143133,1.212077
1.145413,1.214383
1.140443,1.210253
1.140665,1.209581
1.445704,1.237801
1.144380,1.212980
1.136624,1.207831
1.137450,1.206786
1.615569,3.526416
1.139647,1.206401
