# best iteration: (array([56]),)
1167629.375000,608426.062500
37.105236,35.513103
35.160435,33.998806
34.366501,33.212490
33.375847,32.345718
32.385429,31.528137
341.930084,142.223419
26.183527,25.532158
23.898516,23.269989
21.618105,21.115026
18.998419,18.520126
22.641218,19.543959
16.794008,16.175377
15.831840,15.117547
14.483750,13.782312
8.768623,8.594154
4.426904,4.065807
4.215399,3.832734
3.868704,3.487174
2.319616,2.333304
2.068162,2.077289
2.030243,4.890461
1.817502,1.855320
1.786613,1.823993
13.712279,21.563166
1.766333,1.807701
1.752954,1.790437
1.748379,1.789977
1.735006,1.774935
1.893670,1.801760
1.716654,1.757555
2.012263,2.162103
1.694379,1.735540
9.543609,14.964339
1.610490,1.645306
1.566160,1.600634
1.546811,1.583802
2.416529,2.085368
1.404634,1.455909
1.296694,1.358863
1.287148,1.383852
1.222911,1.290463
5.027540,4.808241
1.200945,1.267858
1.220909,1.283103
1.184417,1.251547
1.179860,1.249301
1.177293,1.247782
4.295827,4.657465
1.170220,1.240785
1.170045,1.241450
1.210273,1.266915
1.164518,1.236855
1.164794,1.238232
2.758811,11.851604
1.162102,1.236450
1.160487,1.235393
1.172605,1.259549
1.159320,1.236430
1.159353,1.236016
