# best iteration: (array([37]),)
1294696.000000,95799.367188
17.826984,17.837278
16.978706,17.142534
16.820938,17.027098
19.655987,25.532200
16.773945,16.975161
17.003038,17.095959
16.237539,16.475523
15.775304,16.004419
12.753220,13.194714
11.018858,11.534982
9.306330,9.822073
7.570524,7.979923
5.347068,5.698687
3.834417,4.046541
3.198995,3.348078
4.992198,6.947330
2.280594,2.051080
27.728277,21.386549
8.792394,11.915599
3.656718,3.785576
3.348495,4.524671
33.201645,41.037029
1.665310,1.630751
1.614053,1.647438
1.837686,1.665066
2.362683,5.837181
1.560220,1.604707
1.573677,1.598190
1.600642,2.252071
16.952147,4.335998
2.865618,3.304399
3.078453,3.975631
1.303276,1.337098
1.530635,1.876988
1.154437,1.161057
1.329555,1.213610
1.133281,1.129819
1.128057,1.133584
22.972641,35.033131
1.504552,7.806881
1.453317,1.740748
