# best iteration: (array([23]),)
677089.375000,47262.515625
19.000860,18.698416
18.345751,18.016314
20.456095,18.561518
18.434584,17.891640
36.999165,53.516724
17.814589,18.251806
17.155018,16.834976
15.257932,14.623898
14.902260,13.079392
12.179051,11.228486
11.331081,10.424022
9.351172,8.506346
5.324982,4.917395
2.036620,1.836259
2.073414,1.652120
1.694427,1.488706
1.681609,1.486574
1.672594,1.502853
31.082716,10.577683
2.482700,1.616261
1.577350,1.425265
16.707937,7.941673
1.249309,1.284011
1.311813,1.499659
