# best iteration: (array([24]),)
783358.875000,66752.273438
23.669876,23.414940
19.425102,18.606667
17.957127,17.237610
16.697828,15.945339
15.234710,14.196211
13.992899,12.788460
13.213534,11.948863
12.341354,11.085224
11.012821,9.852946
9.159579,8.282331
6.640399,6.219818
4.833380,5.530628
3.602195,4.467348
3.102038,3.155807
1.856462,1.653859
3.122243,1.680576
1.677958,1.438891
8.749013,6.375028
1.813185,3.500812
38.336140,58.240093
1.254832,1.235795
2.741039,21.076147
1.149678,1.201417
1.221956,1.174152
