# best iteration: (array([32]),)
93493.304688,55983.027344
17.395756,17.292175
17.300472,18.407619
16.254229,16.273581
14.192498,14.427118
12.200267,12.707136
12.803785,12.530516
10.949168,11.433974
10.211095,10.704036
9.418735,9.944350
7.239419,7.672483
4.647643,4.896934
2.497474,2.622057
5.171334,11.268006
1.843730,2.132136
1.833110,1.808019
1.722260,1.768363
1.705680,1.748546
1.687881,1.726128
1.686797,1.852332
3.488616,1.652230
1.262309,1.278028
8.175406,1.558012
1.199113,1.210926
1.182281,1.194728
1.169155,1.181146
1.158787,1.168029
1.160011,1.165593
2.564798,2.980973
1.147555,1.155864
1.139270,1.146026
1.138553,1.146936
1.131700,1.137793
