# best iteration: (array([40]),)
62601.855469,79506.125000
16.752623,16.700390
16.587330,16.549124
35.945614,16.567612
13.748922,13.915593
12.210002,12.578718
10.941114,11.388114
191.553757,283.897003
9.027843,9.448119
7.898017,8.250942
5.592588,5.799184
2.731314,2.756459
1.901713,1.915897
4.045135,18.516188
15.592229,27.719547
1.606688,1.645970
1.513179,1.523410
1.403867,1.399379
1.272037,1.268878
1.227572,1.223644
1.206737,1.202121
8.072249,8.276272
5.365783,7.784435
1.179489,1.187361
17.034468,5.679059
1.852812,1.351364
1.758454,2.312695
1.145124,1.137232
1.140854,1.131434
4.378153,7.202687
3.349019,3.970931
1.134707,1.124141
1.135559,1.129744
1.167005,1.208244
1.133500,1.127659
24.351931,13.151643
1.126181,1.111659
1.124042,1.108342
1.123703,1.107340
1.122025,1.104915
1.121248,1.104107
