# best iteration: (array([38]),)
556926.250000,24097.884766
16.922728,16.631586
15.813421,15.651654
15.275909,15.213842
15.767735,15.744053
92.807533,40.016109
12.578037,12.838297
27.890699,12.881321
11.253320,11.480924
10.927295,11.491315
9.753433,10.039180
8.498324,8.770695
6.774537,6.982124
3.163653,3.177278
2.005778,2.045646
5.546122,8.951825
1.766317,1.798517
1.758014,1.785017
10.697328,3.286681
1.708602,1.726961
1.811833,1.811318
1.661927,1.670417
1.642877,1.649808
1.604317,1.611077
1.511906,1.521002
1.378806,1.373222
1.263853,1.255618
1.228647,1.205378
1.194936,1.172662
3.966977,2.941649
1.165803,1.144560
1.157003,1.138967
1.152208,1.135603
1.148427,1.132027
61.191490,78.481758
1.140695,1.122970
1.138488,1.121589
5.529162,5.642767
1.128858,1.112986
4.614212,6.907124
50.502174,60.360325
