# best iteration: (array([37]),)
546783.250000,12767.243164
18.156372,17.496292
17.410276,16.751022
17.769491,17.138212
17.452484,16.777859
17.260048,16.557610
16.300962,15.441099
12.451270,11.285424
11.077698,9.976755
9.811662,8.857679
8.702941,7.994135
6.827896,6.356643
4.983430,4.788959
3.962555,3.893674
50.852859,97.027252
7.710261,6.847400
3.130694,3.102940
17.333294,27.813000
2.320666,2.113576
260.809753,294.641632
1.739101,1.577392
1.820423,1.706098
2.008203,2.057805
1.710063,1.527863
40.240849,58.596085
1.658529,1.482316
1.725349,1.413113
1.542530,1.381417
1.500226,1.368058
1.417715,1.304678
1.329837,1.257486
1.374860,1.243675
1.429449,1.417389
3.751767,4.282773
1.208124,1.201342
1.149473,1.151276
1.150490,1.171850
1.133793,1.141820
1.133297,1.146547
1.313164,1.427891
