# best iteration: (array([49]),)
10213.532227,544656.937500
17.264164,17.204046
16.478966,16.452646
16.968231,16.831911
32.560375,28.174072
15.753448,15.717715
76.211807,96.067680
14.875671,14.840791
14.085752,14.092518
12.365675,12.570429
10.834602,10.607710
4.026243,4.128035
1.898585,1.968740
1.828839,1.912836
99.639252,174.798096
1.766059,1.837037
4.078799,3.121259
49.876938,27.241722
1.704257,1.763204
1.736391,1.849447
2.664034,2.321684
1.399348,1.421495
1.837527,1.890967
1.680744,1.748246
4.864706,3.118540
957.028748,1257.130127
3.617836,5.361602
1.264063,1.289398
1.718309,1.450030
1.228984,1.242792
1.230209,1.238133
1.207421,1.211306
124.334579,469.803986
1.515762,1.476069
1.196131,1.199661
1.199014,1.203632
1328.006104,1478.932373
1.192653,1.197681
1.185817,1.188232
231.808273,130.671432
1.206590,1.216635
13.638682,50.049232
1.201217,1.211885
1.198390,1.210540
1.294650,1.242261
1.185878,1.189343
1.190832,1.194881
1.192132,1.190686
7.232156,11.717194
1.175789,1.170245
