# best iteration: (array([38]),)
500744.093750,222646.375000
6.731189,5.387138
6.454019,5.127912
6.331403,5.042007
6.295860,5.018253
92.865852,28.820837
6.127644,4.897283
5.864838,4.709054
171.952576,79.168640
4.539783,3.719861
3.658657,3.139448
2.848654,2.544007
2.396399,2.198355
219.294693,189.864639
35.069210,15.870428
1.976474,1.875052
5.363300,3.419622
1.287751,1.282085
1.213980,1.235527
2.217355,2.416013
1.395217,1.613171
1.891125,1.227906
6.237928,1.315951
1.075608,1.106023
1.070215,1.103528
2.664344,1.317163
1.067607,1.102050
1.066504,1.103105
1.067605,1.102474
1.066083,1.102095
17.651453,23.013960
1.067586,1.101134
1.065428,1.099323
2.723789,1.364618
1.063953,1.098139
1.063315,1.098045
1.063978,1.098232
1.160958,1.124820
1.063167,1.097155
2.042207,1.907309
