# best iteration: (array([39]),)
5364615.500000,1397921.750000
48.403339,45.048401
47.289986,44.192455
47.123539,44.045467
25670.371094,28246.394531
46.924747,43.866440
210.374939,169.863220
46.380787,43.451359
46.137123,43.273220
150.525146,103.289268
151.873047,67.460403
39.280380,48.357170
31.749504,32.236279
26.192188,26.297922
21.024462,20.766680
16.730907,16.834560
13.016903,13.563759
10.131063,10.973264
7.695065,8.590860
4.662802,5.078347
2.411904,2.361070
1.900415,1.768444
1.656024,1.526372
1.531379,1.398587
1.480893,1.350758
1.456004,1.326026
1.424759,1.307854
1.340022,1.216844
1.235505,1.136944
1.233398,1.141285
704.323914,281.928741
2.399751,3.150926
63.839001,5.389272
1.208037,1.103402
1.180479,1.086925
1.270369,1.228659
1.343530,1.119784
1.172582,1.075012
8.833350,4.841533
1.168049,1.073300
1.195885,1.079347
1.166858,1.074403
4.634515,2.816483
1.166557,1.076781
1.199917,1.146921
1.434956,1.102427
1.164125,1.076582
22.676849,56.811825
1.164755,1.078188
1.161583,1.078597
