# best iteration: (array([36]),)
20764.304688,26154.109375
5.534066,7.575200
6.327508,12.371842
5.460307,7.494337
32.919170,159.035172
5.400406,7.432442
5.311391,7.351760
5.221968,7.272336
5.026471,7.045708
5.044178,7.376356
4.746530,6.711222
4.438229,6.263908
3.732387,5.211030
3.025170,4.119544
1.497758,1.484975
1.191078,1.174320
1.175400,1.158223
1.144657,1.129169
2.018402,1.909975
1.764034,1.693336
1.129256,1.113148
1.089985,1.085185
1.082306,1.079664
1.079309,1.077779
1.076221,1.074723
1.073175,1.070638
1.072010,1.068812
1.070008,1.064568
1.068738,1.062316
1.069637,1.063567
4.906755,6.050541
1.077983,1.073096
1.067790,1.061254
1.068026,1.061121
1.896301,3.823926
1.080996,1.083278
1.067293,1.061017
1.078902,1.064853
1.067008,1.062103
1.067014,1.062856
1.389256,1.682302
1.066830,1.063499
1.066719,1.063574
1.066482,1.063889
1.558870,2.902717
1.066200,1.064260
