# best iteration: (array([23]),)
453.928894,260.628418
4.851438,5.620711
3.363037,4.011280
3.256356,3.904399
3.150938,3.783046
2.953381,3.551410
2.360391,2.839245
1.548994,1.865685
1.458426,1.713710
1.444081,1.682419
1.428292,1.653753
1.465975,1.811253
1.397720,1.600196
1.371818,1.561513
1.345009,1.633990
1.274688,1.412244
1.245486,1.365787
1.236196,1.351712
1.229689,1.351661
1.226123,1.353937
1.223574,1.352158
1.221013,1.351620
1.224658,1.375212
1.216698,1.350692
1.213963,1.356896
1.279022,1.418033
1.209590,1.364815
1.207805,1.371364
1.206037,1.374131
1.204574,1.376876
1.246755,1.364518
1.354148,1.547094
1.200937,1.389784
1.199406,1.395374
1.197619,1.391802
