# best iteration: (array([36]),)
16345664.000000,9031109.000000
19.522299,20.884130
17.908398,18.964283
16.806732,17.629349
15.958768,16.664396
15.227644,15.891534
14.332187,14.932459
13.703650,14.289811
13.531373,14.119819
12.803000,13.252993
12.039303,12.348877
11.507459,11.722350
10.894524,11.070240
10.093022,10.250607
11.519288,10.339975
19.922487,14.315712
57.089832,68.251198
5.867374,5.978096
2.769025,2.729374
2.050984,1.909767
1.994272,1.844915
1.970388,1.819629
9.698789,28.684437
1.867662,1.737300
1.680156,1.633890
1.457795,1.491211
1.569217,2.291045
1.417016,1.549351
1.201896,1.221456
2.521297,2.164163
1.164923,1.186265
1.156993,1.180488
1.154667,1.179223
1.371857,1.318502
1.143471,1.169046
1.141034,1.166834
1.138632,1.165096
1.143974,1.167931
2.109474,19.550442
1.458936,8.994375
