# best iteration: (array([39]),)
1797184.125000,412260.781250
17.028759,18.003593
15.209820,15.706104
14.804610,15.276422
14.501652,14.963996
14.772108,15.442244
14.483161,14.968727
14.332728,14.819945
1902.191650,2146.568604
14.435081,14.978489
14.022373,14.485518
13.326798,13.710766
11.184996,11.384801
9.839005,10.050164
9.088548,9.257367
90.637856,85.412186
7.545815,7.612758
5.807117,5.764952
3.238995,3.128961
3.738461,2.886662
15.533236,37.646484
1.693357,1.540672
1.650172,1.507677
1.645323,1.504229
47.081238,50.010082
1.591773,1.468099
6.303842,10.383946
1.505286,1.404064
1.403636,1.330090
1.269748,1.239783
1.223653,1.207948
1.355100,1.350474
3.189906,5.357143
4.490145,10.155190
1.113305,1.120141
1.111057,1.123853
4.959381,8.385947
1.100925,1.108489
1.147591,1.272803
1.096538,1.103791
