# best iteration: (array([9]),)
151.823837,82.853767
3.829601,4.304893
3.719829,4.231030
3.617310,4.111675
2.249717,2.654026
1.351651,1.581782
1.089718,1.477740
1.161141,1.510514
1.057266,1.359791
1.048754,1.354777
1.027953,1.362477
1.026445,1.364529
1.025000,1.364460
1.023638,1.365533
1.022415,1.366587
1.022462,1.373224
1.020279,1.367977
1.019210,1.369479
1.033581,1.365371
1.017173,1.369425
1.016051,1.372473
1.014930,1.387306
1.012885,1.382503
1.610950,1.558067
1.009561,1.376589
1.008053,1.374212
1.007654,1.380539
1.004741,1.370962
1.003671,1.368488
