# best iteration: (array([57]),)
288830.906250,22652.851562
29.362892,26.592867
29.163000,26.339596
28.807865,25.942842
28.180153,25.231146
27.203051,24.139769
56.507156,28.411453
61.920979,20.798637
21.478970,18.573118
27.174452,18.151873
17.428097,15.098206
15.523339,13.495004
13.797668,11.928928
23.193930,27.719303
8.726681,7.426975
5.801870,5.241868
3.240235,3.387244
3.116177,3.296451
3.036611,3.229778
2.968500,3.168040
2.886647,3.084485
2.777948,2.965356
16.442362,4.713078
2.685116,2.867983
2.641610,2.819019
7.682740,13.948867
2.583983,2.755437
2.568628,2.738761
2.537191,2.705466
2.518524,2.691504
2.505997,2.675124
2.476049,2.641120
2.491021,2.649135
2.449837,2.613921
24.626728,7.167748
2.917200,3.007988
2.401051,2.558612
3.045460,3.850573
2.378016,2.530470
2.345490,2.496579
2.349789,2.500837
4.052956,6.196580
2.323559,2.419803
2.254148,2.471052
2.584805,2.455285
1.913140,2.053278
1.903980,2.035148
1.412103,1.524458
9.188198,12.359506
1.217138,1.308465
1.373942,1.363017
1.155578,1.233286
1.132464,1.208074
10.557969,7.673076
1.123642,1.196689
1.123138,1.196492
2.023692,1.717564
1.117943,1.189861
1.119977,1.196010
1.116439,1.191024
