# best iteration: (array([15]),)
239.662277,146.922333
4.254653,4.752082
3.922722,4.447700
3.837269,4.330000
3.805513,4.278400
3.789607,4.248127
3.779034,4.231160
3.771898,4.221908
3.766993,4.217257
3.763206,4.210992
3.759001,4.206906
3.877060,4.364413
3.725307,4.121046
3.373339,3.653298
1.218619,1.329436
1.177144,1.311769
2.221600,2.778333
1.154835,1.321979
1.243094,1.404039
1.143786,1.328624
1.138395,1.332711
1.271189,1.386780
1.130239,1.337268
1.127590,1.339866
1.125679,1.341100
1.124317,1.341400
1.123088,1.344853
1.144814,1.386914
1.121412,1.349183
1.120821,1.349551
1.120308,1.351890
1.121938,1.355207
