# best iteration: (array([58]),)
18318.369141,11404.489258
29.384815,26.642883
26.660404,23.565935
22.918034,21.286774
18.824957,15.901167
16.231703,13.737066
14.366858,12.145908
12.685677,10.795173
11.795209,9.993443
11.423619,9.630600
10.582329,8.895111
4.164593,4.063041
3.368038,3.464711
3.266142,3.377296
3.210660,3.323716
3.180168,3.296255
23.587524,11.256224
3.099092,3.227667
3.045910,3.187968
3.367951,3.834602
2.770818,2.954193
3.207325,3.881078
2.222859,2.354155
9.564772,16.275421
1.284637,1.346554
1.265800,1.324649
1.248285,1.297065
1.240908,1.288205
4.904399,3.412958
1.228413,1.271317
4.944048,8.243914
1.221756,1.261335
1.217374,1.254686
1.217692,1.255922
1.212367,1.246919
1.213558,1.254312
1.207000,1.238575
1.206255,1.237729
1.240116,1.305377
1.200847,1.229237
2.257941,2.967463
1.195240,1.220707
1.200330,1.306623
1.192163,1.216562
1.188485,1.211421
1.186824,1.209910
1.188068,1.374345
1.179326,1.199808
1.175539,1.194508
1.174380,1.196278
1.169923,1.186962
1.173421,1.186460
9.527428,1.879905
1.163411,1.176919
1.162734,1.175203
1.267851,1.226744
1.160890,1.172547
1.163101,1.172806
1.158295,1.167671
1.158328,1.168308
