# best iteration: (array([39]),)
1579545.625000,915101.625000
28.643484,29.534254
28.198372,28.933773
27.989038,28.656458
27.701990,28.271070
27.034163,27.384695
25.398727,25.299683
280.687195,143.123383
22.049852,21.643450
21.799122,21.476709
21.663214,21.347504
21.485069,21.181765
192.157928,139.014450
20.815577,20.585789
20.327747,20.117067
19.624949,19.447231
18.685415,18.416172
16.837008,16.759163
15.120455,15.154426
14.033124,14.297026
13.045116,13.611819
12.274467,13.295047
11.451332,12.633845
10.180495,11.165370
4.702749,5.135434
3.148789,3.796622
2.890147,3.614129
2.819973,3.552127
2.745512,3.475233
2.654776,3.373770
2.580235,3.287664
2.517020,3.218441
27.396418,19.395107
2.635765,3.386767
2.358135,3.058834
2.313050,3.010664
2.278208,2.974443
2.243734,2.939905
2.211128,2.903550
2.257898,2.873146
