# best iteration: (array([36]),)
2477.024170,1805.644287
73.227478,64.403481
3.980973,4.171549
3.838667,4.035294
3.793236,4.008756
3.774528,3.997005
3.764140,3.991897
3.812372,4.065483
3.757490,3.994915
3.749602,3.989616
3.746957,3.986108
3.745011,3.985714
3.742954,3.987098
3.740797,3.989250
3.738871,3.991318
3.737624,4.031614
3.738681,4.007286
3.733633,3.996644
3.743004,3.997767
3.728642,3.994668
3.724771,3.991828
3.719911,3.987717
3.713460,3.978675
3.702208,3.969140
3.676352,3.919639
3.077301,3.252852
3.743387,3.984957
3.725251,3.958269
3.691374,3.933718
3.637683,3.885054
3.455807,3.681780
2.521931,2.602271
1.276643,1.348528
1.229120,1.306292
1.303963,1.374357
1.190717,1.285409
1.200696,1.284197
1.180971,1.285340
1.220871,1.316566
1.169055,1.305666
