# best iteration: (array([18]),)
87.424980,355.469452
6.071295,5.405678
4.030989,4.217401
3.740729,3.961231
3.674090,4.032772
3.548811,3.735112
3.540213,3.687229
3.472777,3.658075
3.566512,3.698603
3.286700,3.330508
2.230615,2.223699
1.581909,1.586978
1.445370,1.444723
1.410010,1.410225
1.386973,1.428416
1.374780,1.365084
1.343583,1.333471
1.306776,1.273192
1.255935,1.232606
1.249877,1.241003
1.267086,1.249200
1.251950,1.250734
1.249495,1.243129
1.251193,1.282123
1.323931,1.337858
1.248166,1.245235
1.256621,1.296804
1.279526,1.272076
1.359460,1.357248
1.245743,1.251023
1.244214,1.257324
1.251607,1.247836
1.242102,1.243761
1.281577,1.272414
