# best iteration: (array([39]),)
2439914.250000,335568.968750
20.613686,21.306221
15.691333,16.307638
14.863101,15.460494
15.289344,15.857224
13.850314,14.355372
12.434721,12.731681
11.330278,11.554511
11.102644,11.331504
10.717323,10.898568
10.584991,10.768555
10.115799,10.283751
9.981952,10.146130
9.604653,9.760592
9.358908,9.513126
8.945754,9.053446
8.440028,8.738235
7.488863,7.569030
6.651553,6.724052
5.691994,5.715705
3.567046,3.455488
12.831264,5.720582
3.493133,3.383930
3.428851,3.332330
3.822026,3.342132
3.336171,3.230162
7.220509,10.137363
6.926588,8.912189
4.819240,4.509014
6.904316,8.763195
2.845827,2.891320
2.501331,2.385095
1.722987,1.507538
1.919682,1.521265
1.641728,1.460445
1.632160,1.998886
1.534994,1.399063
1.456114,1.353650
1.673796,1.364056
1.211422,1.200411
