# best iteration: (array([17]),)
87.921707,154.504288
3.871015,3.989349
4.335790,4.321527
3.811048,3.910060
3.799373,3.913977
4.009154,4.059661
3.790266,3.944959
4.038620,4.044793
3.950547,4.231856
3.734878,4.010052
3.226447,4.425125
1.222157,1.323169
4.184528,1.793150
1.306365,1.544997
1.272256,1.379375
2.236465,2.064715
1.422740,1.356950
1.243804,1.283732
3.390769,4.384514
1.256027,1.393485
1.382010,1.524393
1.216528,1.373887
1.201636,1.361341
1.256663,1.504032
1.173277,1.349131
1.326942,1.592559
1.180034,1.343291
1.191904,1.451859
1.166360,1.397520
1.167498,1.362353
1.225752,1.486816
1.162747,1.356482
