# best iteration: (array([32]),)
1847.627319,1071.674683
3.693193,4.193033
3.464973,3.955316
3.113131,3.679811
1.646912,1.786996
1.287050,1.317465
1.260537,1.284863
1.241691,1.252245
1.241724,1.237530
1.230335,1.228257
1.236516,1.223468
1.217962,1.215020
1.298779,1.318590
1.214363,1.213503
1.218521,1.214230
1.212465,1.210142
1.266708,1.299313
1.213665,1.222960
1.209400,1.211733
1.206346,1.214055
1.235703,1.229143
1.210162,1.207068
1.573894,1.488007
1.193554,1.205332
1.189854,1.200324
1.280917,1.316367
1.183957,1.207961
1.196485,1.223225
1.196169,1.221359
1.193649,1.211264
1.180968,1.207947
1.187429,1.200888
1.161067,1.176559
1.155811,1.187611
1.145457,1.178847
1.205688,1.280003
1.138373,1.177856
1.136561,1.184621
1.121237,1.192989
1.125254,1.214741
