# best iteration: (array([39]),)
410521.718750,226064.593750
31.183773,32.578613
29.238150,30.131218
28.467567,29.167604
28.064598,28.611944
27.319225,27.600658
24.142725,23.646681
19.710224,18.977943
16.756178,16.572582
15.178422,15.329003
14.825027,15.115423
14.535425,14.805485
13.662808,14.037734
12.286539,13.175813
11.514259,13.561042
10.338096,11.474205
4.131105,4.864544
27.788033,32.524490
3.020795,3.763303
3.002302,3.738642
2.972531,3.716192
2.972525,3.710204
4.467462,7.557500
2.899405,3.654494
2.895441,3.621115
2.820019,3.571769
2.793381,3.543471
2.756565,3.505407
2.715313,3.438426
2.574754,3.279326
2.495929,2.829815
1.624176,1.851470
1.748791,2.180022
1.360617,1.497001
1.557189,2.279981
1.236196,1.352137
1.194223,1.313329
1.168726,1.287432
1.156138,1.276182
1.153115,1.272877
