# best iteration: (array([39]),)
86.036613,100.902008
15.824347,16.701935
6.356277,7.204118
5.982201,6.803249
6.357867,7.193986
5.808648,6.617385
5.775773,6.588075
5.983621,6.796579
5.617497,6.290480
6.039300,6.654379
5.392559,6.106504
6.254275,7.713674
6.163279,7.032319
4.848384,5.619984
4.750818,5.475086
6.342339,5.596060
4.842498,5.783154
5.222855,6.180256
5.449916,5.819432
4.948960,5.736780
4.665906,5.295651
4.542816,5.253480
4.525792,5.194120
4.506199,5.171941
4.654328,5.424837
4.473704,5.017097
4.315261,4.876414
4.084168,4.704716
4.033554,4.727093
3.707233,4.409376
3.578501,4.010733
3.583913,4.003702
3.613206,4.173591
3.474835,3.839170
3.476658,3.759212
3.505399,3.733979
3.181382,3.667964
2.902471,3.110672
2.426620,2.425409
1.707743,1.561759
