# best iteration: (array([34]),)
83.622498,172.072937
59.787842,54.271240
5.325397,5.384778
4.750236,5.067710
3.719254,4.054258
3.489508,3.776459
3.341110,3.639029
3.224437,3.514282
3.109871,3.429729
2.944510,3.293176
2.945327,3.255558
2.593313,2.891364
1.908784,2.271084
1.795171,1.796974
1.323157,1.477431
1.564953,1.825956
1.303272,1.473741
1.513929,1.694320
1.262206,1.422886
1.289651,1.435581
1.271868,1.476863
1.483112,1.822786
1.241233,1.409486
1.234780,1.401255
1.234006,1.391152
1.231303,1.400460
1.233589,1.403726
1.242532,1.387036
1.239336,1.392490
1.226965,1.388727
1.225696,1.386022
1.227889,1.386550
1.226428,1.386403
1.224720,1.396308
1.230935,1.364210
1.225668,1.386731
1.222611,1.385656
1.263198,1.407051
1.353122,1.553463
1.240961,1.364595
