# best iteration: (array([25]),)
184.715378,914.699158
61.917210,54.123096
8.549949,8.141871
14.787540,11.866605
8.966119,7.058845
6.508763,6.482648
6.220567,6.502055
6.452415,6.262660
5.841501,6.372084
6.196738,6.184892
5.506904,6.300981
3.777469,4.741626
4.205109,5.070954
3.452768,4.326309
3.340292,4.303706
3.471101,4.464320
3.380130,4.369587
2.679662,3.692437
2.611550,3.361761
2.402711,3.409467
2.435240,3.407732
2.573682,3.859585
2.298944,3.347625
2.283401,3.304689
2.277941,3.280279
2.267430,3.278198
2.324562,3.364709
2.315881,3.301681
3.413888,4.379607
3.410348,4.372548
3.412646,4.363899
3.413229,4.379648
3.440398,4.374948
3.422507,4.360930
3.415083,4.378376
3.410400,4.361624
3.413590,4.373712
3.408108,4.364246
3.896965,5.275591
3.919318,4.955731
