# best iteration: (array([39]),)
609.626648,293.628204
8.299121,8.862977
4.880417,5.881894
4.284810,5.140089
4.043234,4.809062
3.959078,4.647528
3.838187,4.442777
3.757046,4.269969
3.775077,4.095766
3.593436,4.038748
3.460024,3.887530
3.774721,4.645802
3.161834,3.539097
2.971236,3.354685
2.759553,3.084933
2.554058,2.907551
2.717316,2.946005
6.061805,6.465253
3.235040,3.830142
1.913896,2.173817
1.827241,2.063996
1.818673,1.966143
1.721387,1.908605
1.700970,1.853393
1.659068,1.803029
1.638705,1.771338
1.779676,2.158364
1.616624,1.727371
1.605693,1.711139
1.616123,1.701546
1.629151,1.964100
1.875468,2.347660
1.869236,2.209026
1.573587,1.828846
1.770613,1.937655
1.605628,1.633556
1.669282,1.716172
1.531223,1.587394
1.465013,1.565716
1.447410,1.563176
