# best iteration: (array([11]),)
474.931885,274.651886
3.710129,3.955257
3.279424,3.487949
1.479627,1.524806
1.313760,1.377240
1.302369,1.372941
1.298913,1.370885
1.297481,1.369220
1.296096,1.368782
1.294477,1.367583
1.292625,1.366914
1.294831,1.351568
1.314616,1.397195
1.286316,1.365428
1.308373,1.410398
1.288652,1.394923
1.278630,1.363970
1.300751,1.433774
1.271941,1.367551
1.266417,1.371558
1.265945,1.378342
1.255286,1.380874
1.378590,1.587370
1.428003,1.719727
1.239401,1.387548
1.236206,1.377670
1.233683,1.410635
1.229907,1.386276
1.230088,1.400942
1.227594,1.388408
1.227007,1.387948
1.234514,1.377335
