# best iteration: (array([36]),)
256.884552,142.206238
22.366156,33.225483
9.811265,10.270841
6.652133,8.379368
4.960703,6.110980
4.682654,5.834063
4.501700,5.609864
4.387918,5.517712
4.286199,5.315411
4.083514,5.081533
3.669438,4.615293
3.476472,4.439003
3.305490,4.149450
3.209338,4.028724
3.002346,3.782978
2.220673,2.824891
1.785871,2.256023
1.406106,1.706383
1.282890,1.626812
1.253139,1.602024
1.268355,1.601566
1.248357,1.614223
1.261054,1.598813
1.236583,1.572547
1.225882,1.564535
1.266628,1.610743
1.221032,1.556944
1.224569,1.582542
1.229173,1.553319
1.241116,1.542520
1.221185,1.543031
1.213009,1.543479
1.247444,1.543562
1.342877,1.708418
1.213326,1.517781
1.217901,1.522232
1.209582,1.487483
1.208006,1.507101
1.196944,1.493432
1.193981,1.493946
