# best iteration: (array([39]),)
320152.843750,47310.179688
14.497073,15.021340
12.999273,13.381973
13.110300,13.464725
12.908189,13.229621
12.272509,12.491886
11.369803,11.459019
10.463227,10.561972
9.899555,10.006328
9.610016,9.713134
9.528465,9.820849
8.826427,8.869809
7.612109,7.611495
6.321956,6.285554
4.718709,4.675515
3.277124,3.220321
1.978354,1.832610
1.741490,1.584744
1.683993,1.530275
1.659730,1.511193
1.647684,1.491686
1.565629,1.453629
5.507410,3.070498
1.311655,1.704024
1.246299,1.253486
1.198269,1.168785
9.467522,6.772017
1.131319,1.138300
3.420829,1.205794
1.120993,1.132702
1.123869,1.131878
1.115447,1.127541
1.118345,1.132363
3.827996,6.003457
1.113641,1.126774
1.111799,1.124179
1.620811,1.309732
1.111613,1.123576
153.654617,119.869453
1.109468,1.122214
