# best iteration: (array([9]),)
2413.006348,1638.802979
72.501427,63.356873
4.037984,4.218695
3.852041,4.073758
3.815146,4.060319
3.769850,4.056090
3.018047,3.196599
1.445529,1.690649
1.572341,1.724399
1.235206,1.462898
1.232214,1.464143
1.230769,1.495276
1.225748,1.464171
1.222943,1.466582
1.271553,1.524416
1.215989,1.470870
1.211205,1.475306
1.204431,1.479434
1.199687,1.486947
1.195099,1.489442
1.341248,1.730196
1.431488,1.608517
1.182552,1.497733
1.178228,1.497383
1.176972,1.506499
1.172051,1.504492
1.169085,1.509847
1.513523,1.800554
