# best iteration: (array([57]),)
487900.656250,129517.437500
34.478226,30.395903
33.284817,29.309858
32.461510,28.587059
31.068026,27.237551
28.788214,24.976192
26.957451,23.168751
25.755749,22.013659
25.219105,21.555168
23.392784,19.845861
20.229395,17.343973
16.111055,14.876346
20.960192,36.001999
13.965738,13.041451
12.537391,11.729200
3.624938,4.069224
2.516310,2.934511
2.296196,2.662628
2.365128,2.802464
2.149503,2.482407
2.019532,2.297890
1.849147,2.063449
1.575924,1.708192
2.074231,2.978761
1.366034,1.479074
1.744337,2.113055
1.263934,1.383219
1.270499,1.405632
1.204005,1.325498
1.233160,1.434707
1.176767,1.296418
1.167954,1.287615
1.167259,1.285407
1.158262,1.276999
1.155418,1.274205
25.923615,30.544424
1.148594,1.268268
2.966347,1.303537
1.132322,1.257465
1.156958,1.257720
1.128005,1.253815
1.133981,1.254559
1.126351,1.258878
1.122148,1.247165
1.197405,1.301375
1.119011,1.243959
1.118218,1.242899
4.966863,6.999063
1.115034,1.239763
1.595105,1.329115
1.111024,1.235922
1.109638,1.235374
1.109707,1.236824
1.137776,1.238301
1.104943,1.233367
1.104505,1.233505
1.127798,1.236178
1.102768,1.232869
1.103501,1.233594
1.130096,2.053034
