# best iteration: (array([58]),)
835556.187500,359155.593750
36.790096,32.758167
34.532330,30.942070
33.382748,29.852751
32.196342,28.727266
30.306458,26.846012
27.613491,24.902569
24.585615,21.258095
22.680670,19.516306
19.529507,16.944523
16.104731,14.645666
14.741999,13.944523
13.997890,13.267070
115.742027,77.454788
12.743551,11.950730
3.416936,4.048454
3.482170,4.287381
3.112939,3.745701
2.637632,3.163093
2.158105,2.587379
1.904470,2.168486
1.791180,1.998325
1.718775,1.907722
1.676194,1.859158
4.690120,2.975459
1.528998,1.690776
1.672078,1.605060
1.325311,1.459597
1.187492,1.377650
1.167001,1.357615
1.163192,1.354330
1.158756,1.348209
1.633245,2.044034
1.140404,1.333017
1.562436,1.973599
1.374972,1.449673
1.131477,1.325458
11.856750,9.816469
1.226824,1.452417
12.022371,15.451408
1.372852,1.816525
1.126924,1.327358
1.122060,1.319695
21.679972,26.497517
1.120324,1.318923
2.247453,3.107418
3.252355,1.766886
1.127550,1.323791
1.124237,1.327465
1.119007,1.318213
1.116099,1.316689
1.115742,1.316583
1.114698,1.315956
1.117796,1.317457
1.114379,1.316551
2.905208,1.725840
1.110710,1.311700
1.110547,1.316449
1.108405,1.308786
1.107903,1.309238
