# best iteration: (array([54]),)
910558.687500,383419.281250
35.735298,31.625359
34.076691,30.231512
33.192860,29.455765
32.107716,28.479658
29.265442,25.710224
25.341135,21.852213
23.944876,20.537418
22.189808,19.021421
18.507357,16.232487
16.078751,14.859965
15.352657,14.502617
14.835511,14.035643
13.798407,19.818117
12.341976,11.401758
11.584728,10.772794
3.477824,3.996602
2.616508,2.864199
2.278189,2.538459
2.159099,2.359771
2.082675,2.245149
3.288519,4.051678
1.871792,1.937443
2.953005,1.793699
1.551929,1.587064
1.575289,1.685946
1.285771,1.335759
1.264791,1.362025
1.234975,1.292034
1.221825,1.280778
1.207136,1.273530
1.204543,1.280052
13.268769,16.845238
1.167559,1.244298
1.208825,1.249534
1.161138,1.238985
1.156910,1.239060
1.152929,1.236494
1.150218,1.234637
1.147511,1.235545
1.144444,1.230757
1.141679,1.228013
1.139296,1.226752
1.349005,1.453132
1.134898,1.222582
1.132688,1.223312
1.133975,1.232885
1.130419,1.222361
1.133947,1.241522
1.128694,1.220991
1.128197,1.221232
1.127170,1.219692
2.785138,2.243847
1.126133,1.218583
1.126714,1.217514
1.124958,1.217707
29.338634,16.949625
3.673571,6.271955
1.122079,1.218691
17.416553,23.080685
