# best iteration: (array([58]),)
902589.625000,327499.187500
37.174332,33.097221
35.090874,31.163122
33.416004,29.676567
32.145161,28.517796
28.732828,25.182180
26.072132,22.250193
23.507311,20.197891
21.488501,18.501715
18.702917,16.475504
16.761738,15.439045
15.995934,15.095696
14.930349,13.965091
13.678794,12.652609
11.202105,10.424334
3.556463,3.993616
9.165153,6.300426
3.131364,3.582858
3.019037,3.459082
2.972714,3.419871
2.712214,3.081386
2.119694,2.409732
2.527329,2.500586
1.993683,2.226865
1.968207,2.191428
1.946529,2.164662
1.940437,2.143470
1.684772,1.790079
1.983823,1.906453
1.473500,1.613567
1.361633,1.728159
1.232233,1.361348
2.387306,1.631027
1.166818,1.292407
4.362842,3.118682
1.151070,1.275574
1.477802,3.860946
1.143012,1.268333
1.144033,1.270038
1.133959,1.257292
1.150705,1.265505
1.229297,1.272240
1.123392,1.243982
1.123474,1.244004
1.122373,1.243014
1.122334,1.242822
1.119121,1.240134
1.118261,1.240196
1.118054,1.240418
1.127559,1.252026
1.115622,1.239288
1.115573,1.239387
1.146757,2.177691
1.112105,1.237951
1.126570,1.243369
34.966293,21.679806
1.108560,1.235998
1.109253,1.236162
1.107836,1.235042
1.107730,1.235064
