# best iteration: (array([24]),)
68852.921875,376862.562500
17.679811,18.965607
16.384403,17.858124
16.364601,17.792349
16.020330,17.435947
15.090074,16.434372
13.204586,14.496798
11.970860,13.388004
11.204077,12.597034
10.686345,11.913959
9.624428,10.961579
8.572507,9.844574
7.351776,8.575904
5.037147,5.992713
3.293233,3.974880
2.907277,3.526738
2.823557,3.438038
2.777237,3.380871
2.681681,3.238955
2.436048,2.860007
1.720527,1.681088
1.575296,1.490498
2.198858,2.477221
1.446225,1.378199
1.390846,1.338812
3.134294,3.654742
46.494385,58.949886
9.047217,8.740507
14.247678,21.261068
2.038060,3.128031
