x,y,sigma,time,energy
-1.0,0.1263034064010145,0.0021297286133708433,100,60
-0.9903386271535508,0.1263034064010145,0.0021297286133708433,100,60
-0.9876239762817098,0.1263034064010145,0.0021297286133708433,100,60
-0.9851772491171479,0.1263034064010145,0.0021297286133708433,100,60
-0.9841209409731346,0.1263034064010145,0.0021297286133708433,100,60
-0.981215788285726,0.1263034064010145,0.0021297286133708433,100,60
-0.9806772543071016,0.1263034064010145,0.0021297286133708433,100,60
-0.9756700687658636,0.1263034064010145,0.0021297286133708433,100,60
-0.9743540594288324,0.1263034064010145,0.0021297286133708433,100,60
-0.9727280368808257,0.1263034064010145,0.0021297286133708433,100,60
-0.9712305623528114,0.1263034064010145,0.0021297286133708433,100,60
-0.9710158814606524,0.1263034064010145,0.0021297286133708433,100,60
-0.967874311135462,0.1263034064010145,0.0021297286133708433,100,60
-0.966162888414579,0.1263034064010145,0.0021297286133708433,100,60
-0.9630101647779644,0.1263034064010145,0.0021297286133708433,100,60
-0.961354508614203,0.1263034064010145,0.0021297286133708433,100,60
-0.9612453364198968,0.1263034064010145,0.0021297286133708433,100,60
-0.9566557080632944,0.13570402166935205,0.003806510619820573,100,60
-0.9532922926751032,0.13570402166935205,0.003806510619820573,100,60
-0.9516931357677538,0.13570402166935205,0.003806510619820573,100,60
-0.9516931357677538,0.13570402166935205,0.003806510619820573,100,60
-0.9512601104869824,0.13570402166935205,0.003806510619820573,100,60
-0.9420317629213044,0.13570402166935205,0.003806510619820573,100,60
-0.941274884554068,0.13570402166935205,0.003806510619820573,100,60
-0.9382498134160904,0.13570402166935205,0.003806510619820573,100,60
-0.9376413473607256,0.13570402166935205,0.003806510619820573,100,60
-0.9352865332516236,0.13570402166935205,0.003806510619820573,100,60
-0.933856548469381,0.13570402166935205,0.003806510619820573,100,60
-0.9323703900748554,0.13570402166935205,0.003806510619820573,100,60
-0.9312896586211536,0.13570402166935205,0.003806510619820573,100,60
-0.9281341670094408,0.13570402166935205,0.003806510619820573,100,60
-0.9255196517073216,0.13570402166935205,0.003806510619820573,100,60
-0.9241386763665196,0.13570402166935205,0.003806510619820573,100,60
-0.922709017228406,0.13570402166935205,0.003806510619820573,100,60
-0.922709017228406,0.13570402166935205,0.003806510619820573,100,60
-0.9186269866581565,0.14871384826456285,0.005858935104277796,100,60
-0.9185001482698424,0.14871384826456285,0.005858935104277796,100,60
-0.9157527701630196,0.14871384826456285,0.005858935104277796,100,60
-0.9144208042636583,0.14871384826456285,0.005858935104277796,100,60
-0.9130476443819568,0.14871384826456285,0.005858935104277796,100,60
-0.9130476443819568,0.14871384826456285,0.005858935104277796,100,60
-0.9091198063068716,0.14871384826456285,0.005858935104277796,100,60
-0.9086253156967186,0.14871384826456285,0.005858935104277796,100,60
-0.9059858886187172,0.14871384826456285,0.005858935104277796,100,60
-0.9047029321607972,0.14871384826456285,0.005858935104277796,100,60
-0.9033862715355078,0.14871384826456285,0.005858935104277796,100,60
-0.9033862715355078,0.14871384826456285,0.005858935104277796,100,60
-0.9013339808224102,0.14871384826456285,0.005858935104277796,100,60
-0.8987504831235947,0.14871384826456285,0.005858935104277796,100,60
-0.8937248986890585,0.14871384826456285,0.005858935104277796,100,60
-0.8937248986890585,0.14871384826456285,0.005858935104277796,100,60
-0.8913487548894957,0.14871384826456285,0.005858935104277796,100,60
-0.8901054456043027,0.14871384826456285,0.005858935104277796,100,60
-0.8888756505504708,0.14871384826456285,0.005858935104277796,100,60
-0.8864521255301131,0.14871384826456285,0.005858935104277796,100,60
-0.8840635258426092,0.14871384826456285,0.005858935104277796,100,60
-0.8840635258426092,0.14871384826456285,0.005858935104277796,100,60
-0.8805982652530182,0.14871384826456285,0.005858935104277796,100,60
-0.8790008179773471,0.1706990426473966,0.009519420167743242,100,60
-0.8766852439858108,0.1706990426473966,0.009519420167743242,100,60
-0.8755493158522136,0.1706990426473966,0.009519420167743242,100,60
-0.8744021529961601,0.1706990426473966,0.009519420167743242,100,60
-0.8744021529961601,0.1706990426473966,0.009519420167743242,100,60
-0.8713783030236667,0.1706990426473966,0.009519420167743242,100,60
-0.8710910849017337,0.1706990426473966,0.009519420167743242,100,60
-0.8669183624415087,0.1706990426473966,0.009519420167743242,100,60
-0.8647407801497107,0.1706990426473966,0.009519420167743242,100,60
-0.8647407801497107,0.1706990426473966,0.009519420167743242,100,60
-0.8615839045504492,0.1706990426473966,0.009519420167743242,100,60
-0.8613930770907522,0.1706990426473966,0.009519420167743242,100,60
-0.8592511528310991,0.1706990426473966,0.009519420167743242,100,60
-0.8571514808972066,0.1706990426473966,0.009519420167743242,100,60
-0.8561135716464913,0.1706990426473966,0.009519420167743242,100,60
-0.8550794073032616,0.1706990426473966,0.009519420167743242,100,60
-0.8463956995436301,0.1706990426473966,0.009519420167743242,100,60
-0.8454180344568123,0.1706990426473966,0.009519420167743242,100,60
-0.8425695438478802,0.1706990426473966,0.009519420167743242,100,60
-0.8414226252249234,0.1706990426473966,0.009519420167743242,100,60
-0.8395014876848514,0.21522734309283026,0.020196238507223255,100,60
-0.8376177178086022,0.21522734309283026,0.020196238507223255,100,60
-0.8366778274407687,0.21522734309283026,0.020196238507223255,100,60
-0.835756661610363,0.21522734309283026,0.020196238507223255,100,60
-0.835756661610363,0.21522734309283026,0.020196238507223255,100,60
-0.8330623634965955,0.21522734309283026,0.020196238507223255,100,60
-0.8296266551117275,0.21522734309283026,0.020196238507223255,100,60
-0.8278508362643001,0.21522734309283026,0.020196238507223255,100,60
-0.8269599553379076,0.21522734309283026,0.020196238507223255,100,60
-0.8260952887639139,0.21522734309283026,0.020196238507223255,100,60
-0.8235551831453111,0.21522734309283026,0.020196238507223255,100,60
-0.818083954719998,0.21522734309283026,0.020196238507223255,100,60
-0.8172420832350464,0.21522734309283026,0.020196238507223255,100,60
-0.8164339159174646,0.21522734309283026,0.020196238507223255,100,60
-0.8164339159174646,0.21522734309283026,0.020196238507223255,100,60
-0.8114669474261799,0.21522734309283026,0.020196238507223255,100,60
-0.8083170731756957,0.21522734309283026,0.020196238507223255,100,60
-0.8075242111321852,0.21522734309283026,0.020196238507223255,100,60
-0.8067725430710155,0.21522734309283026,0.020196238507223255,100,60
-0.8014817214932656,0.21522734309283026,0.020196238507223255,100,60
-0.8000021573923557,0.21522734309283026,0.020196238507223255,100,60
-0.7985501916313935,0.3139989271059476,0.0457096171841408,100,60
-0.7978063390293239,0.3139989271059476,0.0457096171841408,100,60
